关键词,频次,百分比
smart manufacturing,1,0.1594896331738437
algorithm,1,0.1594896331738437
spatial distribution,1,0.1594896331738437
drug development,1,0.1594896331738437
design and simulation,1,0.1594896331738437
multi-tiered,1,0.1594896331738437
single layer,1,0.1594896331738437
warp,1,0.1594896331738437
frequency division multiplexing,1,0.1594896331738437
network architecture,1,0.1594896331738437
arbitrary shape,1,0.1594896331738437
forward prediction,1,0.1594896331738437
rectangular plates,1,0.1594896331738437
reverse designs,1,0.1594896331738437
design strategies,1,0.1594896331738437
design process,1,0.1594896331738437
mechanical actuations,1,0.1594896331738437
product design,1,0.1594896331738437
bending (deformation),1,0.1594896331738437
spatial arrangements,1,0.1594896331738437
performance,1,0.1594896331738437
multifunctional structures,1,0.1594896331738437
multi-material designs,1,0.1594896331738437
energy,1,0.1594896331738437
constant curvature,1,0.1594896331738437
printing process,1,0.1594896331738437
printing method,1,0.1594896331738437
path-planning algorithm,1,0.1594896331738437
optimization algorithms,1,0.1594896331738437
layer thickness,1,0.1594896331738437
fabrication method,1,0.1594896331738437
bending structures,1,0.1594896331738437
complex structure,1,0.1594896331738437
deformation result,1,0.1594896331738437
double layer structure,1,0.1594896331738437
excitation sources,1,0.1594896331738437
inverse calculation,1,0.1594896331738437
layout designs,1,0.1594896331738437
function,1,0.1594896331738437
printing presses,1,0.1594896331738437
forward problem,1,0.1594896331738437
structural optimization,1,0.1594896331738437
composite structure optimization,1,0.1594896331738437
excipient compatibility,1,0.1594896331738437
flower structures,1,0.1594896331738437
optimization-simulation,1,0.1594896331738437
biomimetics,1,0.1594896331738437
machine design,1,0.1594896331738437
finite element analysis,1,0.1594896331738437
lower temperatures,1,0.1594896331738437
environment,1,0.1594896331738437
mathematical parameters,1,0.1594896331738437
developable surfaces,1,0.1594896331738437
user interfaces,1,0.1594896331738437
grippers,1,0.1594896331738437
intelligent systems,1,0.1594896331738437
mollusk,1,0.1594896331738437
shellfish,1,0.1594896331738437
bi-layer structure,1,0.1594896331738437
design validation,1,0.1594896331738437
experimental validations,1,0.1594896331738437
stimulus-responsive materials,1,0.1594896331738437
elastomer,1,0.1594896331738437
anisotropy,1,0.1594896331738437
mathematical analysis,1,0.1594896331738437
mathematical computing,1,0.1594896331738437
measurement,1,0.1594896331738437
manufacturing complex,1,0.1594896331738437
morphology,1,0.1594896331738437
priority journal,1,0.1594896331738437
temperature sensitivity,1,0.1594896331738437
human computer interaction,1,0.1594896331738437
integrated control,1,0.1594896331738437
shape-memory alloy,1,0.1594896331738437
shape-memory polymer,1,0.1594896331738437
textile industry,1,0.1594896331738437
fluid-surface interactions,1,0.1594896331738437
geometric configurations,1,0.1594896331738437
operational conditions,1,0.1594896331738437
solid state phase transformation,1,0.1594896331738437
textile manufacturing process,1,0.1594896331738437
transformation temperatures,1,0.1594896331738437
mesh generation,1,0.1594896331738437
biotechnology,1,0.1594896331738437
fdm,1,0.1594896331738437
symbolic ai,1,0.1594896331738437
non-developable surface,1,0.1594896331738437
shape changing interfaces,1,0.1594896331738437
bilayer structures,1,0.1594896331738437
shape shifting,1,0.1594896331738437
active textiles,1,0.1594896331738437
programmable surfaces,1,0.1594896331738437
ceramics,1,0.1594896331738437
shape-morphing,1,0.1594896331738437
n-vinylcaprolactam,1,0.1594896331738437
stereolithography,1,0.1594896331738437
mechanics of materials,1,0.1594896331738437
time constant,1,0.1594896331738437
actuator,1,0.1594896331738437
compliant mechanism,1,0.1594896331738437
4d-bioprinting,1,0.1594896331738437
deformable structures,1,0.1594896331738437
post-processing conditions,1,0.1594896331738437
niti,1,0.1594896331738437
self-actuation,1,0.1594896331738437
computational fabrication,1,0.1594896331738437
computer-aided design,1,0.1594896331738437
geometry optimization,1,0.1594896331738437
shape-changing interface,1,0.1594896331738437
incentive source,1,0.1594896331738437
mindlin theory,1,0.1594896331738437
self-bending,1,0.1594896331738437
inverse and forward problems,1,0.1594896331738437
smart materials,1,0.1594896331738437
neuro-symbolic ai,1,0.1594896331738437
flexibility in manufacturing,1,0.1594896331738437
zirconium_oxide,1,0.1594896331738437
heat_content,1,0.1594896331738437
limb tremor,1,0.1594896331738437
image segmentation,1,0.1594896331738437
convolutional networks,1,0.1594896331738437
face masks,1,0.1594896331738437
human faces,1,0.1594896331738437
network models,1,0.1594896331738437
artificial limbs,1,0.1594896331738437
rigid structures,1,0.1594896331738437
structural dynamics,1,0.1594896331738437
wearable technology,1,0.1594896331738437
bistable mechanisms,1,0.1594896331738437
bistable structures,1,0.1594896331738437
computational framework,1,0.1594896331738437
attenuation,1,0.1594896331738437
deep neural network,1,0.1594896331738437
rigidity,1,0.1594896331738437
ceramic,1,0.1594896331738437
upper limb,1,0.1594896331738437
wrist,1,0.1594896331738437
biomaterial,1,0.1594896331738437
ink,1,0.1594896331738437
polymer,1,0.1594896331738437
solvent,1,0.1594896331738437
biocompatibility,1,0.1594896331738437
biomechanics,1,0.1594896331738437
bioprinting,1,0.1594896331738437
computer simulation,1,0.1594896331738437
computer vision,1,0.1594896331738437
cooling,1,0.1594896331738437
cross linking,1,0.1594896331738437
drug delivery system,1,0.1594896331738437
whirl,1,0.1594896331738437
paradigm shifts,1,0.1594896331738437
material response,1,0.1594896331738437
temperature-induced,1,0.1594896331738437
ceramic inks,1,0.1594896331738437
ceramics structure,1,0.1594896331738437
complex shapes,1,0.1594896331738437
solids content,1,0.1594896331738437
industrial research,1,0.1594896331738437
fundamental concepts,1,0.1594896331738437
manufacturing process,1,0.1594896331738437
mathematical problems,1,0.1594896331738437
three-dimensional (3d) printing,1,0.1594896331738437
time dependent behavior,1,0.1594896331738437
abaqus,1,0.1594896331738437
neural network models,1,0.1594896331738437
long sequences,1,0.1594896331738437
modeling approach,1,0.1594896331738437
network-based modeling,1,0.1594896331738437
prediction-based,1,0.1594896331738437
sequence prediction,1,0.1594896331738437
prediction models,1,0.1594896331738437
acrylic monomers,1,0.1594896331738437
actuator disks,1,0.1594896331738437
amide,1,0.1594896331738437
biomedical engineering,1,0.1594896331738437
robot programming,1,0.1594896331738437
thermal engineering,1,0.1594896331738437
hydrogel actuators,1,0.1594896331738437
inverse temperatures,1,0.1594896331738437
photocross-linking,1,0.1594896331738437
poly-n-isopropyl acrylamide,1,0.1594896331738437
shear-induced anisotropy,1,0.1594896331738437
rectangular surfaces,1,0.1594896331738437
