关键词,频次,百分比
flow kinetics,28,0.042379294687452704
image processing and analysis,28,0.042379294687452704
nanomaterials,28,0.042379294687452704
environmental stimuli,28,0.042379294687452704
3d structures,27,0.040865748448615104
optimization,27,0.040865748448615104
self assembly process,27,0.040865748448615104
blood vessels,27,0.040865748448615104
hyaluronic acid,27,0.040865748448615104
manufacturing process parameters,27,0.040865748448615104
photon,27,0.040865748448615104
devices,27,0.040865748448615104
emerging technologies,27,0.040865748448615104
composite structures,27,0.040865748448615104
hydroxyapatite (hap),27,0.040865748448615104
laser heating,27,0.040865748448615104
automaton,27,0.040865748448615104
printing methods,27,0.040865748448615104
computerized tomography,26,0.03935220220977751
viscoelasticity,26,0.03935220220977751
continuous fibers,26,0.03935220220977751
tunables,26,0.03935220220977751
printability of foods,26,0.03935220220977751
human cell,26,0.03935220220977751
physiology,26,0.03935220220977751
structural properties,26,0.03935220220977751
magnetite,26,0.03935220220977751
chemical structure,26,0.03935220220977751
three-dimensional-printing,26,0.03935220220977751
polymeric implants,26,0.03935220220977751
printing applications,26,0.03935220220977751
blood flow velocity,26,0.03935220220977751
thermal,26,0.03935220220977751
shape-changing interfaces,26,0.03935220220977751
extracellular matrix,26,0.03935220220977751
magnetic actuators,25,0.03783865597093991
self-assembly structure,25,0.03783865597093991
cell adhesion,25,0.03783865597093991
complex geometries,25,0.03783865597093991
cfrp,25,0.03783865597093991
functionally graded materials (fgm),25,0.03783865597093991
biotechnology,25,0.03783865597093991
inverse problems,25,0.03783865597093991
computer simulation,24,0.03632510973210232
encapsulation,24,0.03632510973210232
x-ray computed tomography,24,0.03632510973210232
curcumin (pubchem cid: 969516),24,0.03632510973210232
detector,24,0.03632510973210232
two-photon polymerization direct laser writing,24,0.03632510973210232
mesenchymal stem cells,24,0.03632510973210232
industry 4.0 technology,24,0.03632510973210232
3d modeling,24,0.03632510973210232
computational design tools,24,0.03632510973210232
direct laser writing,24,0.03632510973210232
fdm (fused deposition modeling),24,0.03632510973210232
vascularization,23,0.03481156349326472
dehydration,23,0.03481156349326472
machine design,23,0.03481156349326472
stimulus response mode,23,0.03481156349326472
lactic acid,23,0.03481156349326472
computer assisted tomography,23,0.03481156349326472
in vivo study,23,0.03481156349326472
future perspectives,23,0.03481156349326472
young modulus,23,0.03481156349326472
intracranial aneurysms,23,0.03481156349326472
thermal expansion coefficients,23,0.03481156349326472
material,23,0.03481156349326472
emulsion,23,0.03481156349326472
polyethylene glycols,23,0.03481156349326472
polymer matrix composites,22,0.033298017254427124
manufacturing technologies,22,0.033298017254427124
polyvinyl alcohol (pva),22,0.033298017254427124
irradiation,22,0.033298017254427124
bionics,22,0.033298017254427124
design of experiments (doe),22,0.033298017254427124
ceramics,22,0.033298017254427124
nanocomposite scaffolds,22,0.033298017254427124
3d food printing technology,22,0.033298017254427124
magnetic shape memory polymers,22,0.033298017254427124
styrene,22,0.033298017254427124
inverse designs,22,0.033298017254427124
deep learning,22,0.033298017254427124
engineering applications,22,0.033298017254427124
dentistry,22,0.033298017254427124
printing materials,22,0.033298017254427124
ink jet printing,22,0.033298017254427124
vat photopolymerization,22,0.033298017254427124
starch,22,0.033298017254427124
material programming,22,0.033298017254427124
magnetic-field,22,0.033298017254427124
memory performance,21,0.031784471015589524
active composites,21,0.031784471015589524
smp thermomechanical cycle,21,0.031784471015589524
particle size and its distribution,21,0.031784471015589524
thermoplastic,21,0.031784471015589524
compaction,21,0.031784471015589524
compressive strength,21,0.031784471015589524
diagnosis,21,0.031784471015589524
metamorphosis,21,0.031784471015589524
reconfigurable devices,21,0.031784471015589524
4d food printing,21,0.031784471015589524
fluorescence,21,0.031784471015589524
digital printing technologies,21,0.031784471015589524
matrix,21,0.031784471015589524
complex structures,21,0.031784471015589524
collagen,21,0.031784471015589524
printed materials,21,0.031784471015589524
thermal stimulation,20,0.03027092477675193
machine-learning,20,0.03027092477675193
equipment design,20,0.03027092477675193
shrinking,20,0.03027092477675193
tumor,20,0.03027092477675193
advanced manufacturing systems,20,0.03027092477675193
manufacturing is,20,0.03027092477675193
computer-assisted surgery,20,0.03027092477675193
wearable technology,20,0.03027092477675193
photoinitiators,20,0.03027092477675193
animal experiment,20,0.03027092477675193
deployable structures,20,0.03027092477675193
deposition modeling,20,0.03027092477675193
softer materials,20,0.03027092477675193
three-dimensional imaging,20,0.03027092477675193
disease,20,0.03027092477675193
food,20,0.03027092477675193
photo-thermal conversions,20,0.03027092477675193
memory,20,0.03027092477675193
chemical modification,19,0.028757378537914335
shape changing materials,19,0.028757378537914335
polysaccharide,19,0.028757378537914335
body temperature sensitivity,19,0.028757378537914335
nerve regeneration,19,0.028757378537914335
speed,19,0.028757378537914335
protein,19,0.028757378537914335
protein_folding,19,0.028757378537914335
thaw,19,0.028757378537914335
in-vitro models,19,0.028757378537914335
biosensors applications,19,0.028757378537914335
gesture,19,0.028757378537914335
3d printing process,19,0.028757378537914335
adhesion,19,0.028757378537914335
room temperature ionic liquids,19,0.028757378537914335
lattice structures,19,0.028757378537914335
clinical article,19,0.028757378537914335
3d and 4d printing polymers,19,0.028757378537914335
mechanics,19,0.028757378537914335
constitutive models,19,0.028757378537914335
degradation,19,0.028757378537914335
photopolymers,19,0.028757378537914335
mechanical performance,19,0.028757378537914335
smart biomaterials,19,0.028757378537914335
shear thinning,18,0.027243832299076738
stress relaxation behavior,18,0.027243832299076738
macrogol derivative,18,0.027243832299076738
hydrophobicity,18,0.027243832299076738
microwave,18,0.027243832299076738
drug effect,18,0.027243832299076738
active structures,18,0.027243832299076738
fabrication process,18,0.027243832299076738
costs,18,0.027243832299076738
nickel alloys,18,0.027243832299076738
complex shapes,18,0.027243832299076738
metallic_element,18,0.027243832299076738
programmability,18,0.027243832299076738
additive manufacturing process,18,0.027243832299076738
quality control,18,0.027243832299076738
metal nanoparticles,18,0.027243832299076738
food industry,18,0.027243832299076738
active materials,18,0.027243832299076738
shape deformations,18,0.027243832299076738
conducting polymers,18,0.027243832299076738
liquid,18,0.027243832299076738
advanced materials,18,0.027243832299076738
mechanism,18,0.027243832299076738
silk fibroin  biopolymer,18,0.027243832299076738
additive manufacturing (am),18,0.027243832299076738
state of the art,18,0.027243832299076738
strain,18,0.027243832299076738
energy harvesting,18,0.027243832299076738
azobenzene derivatives,18,0.027243832299076738
liquid crystal elastomer composites,18,0.027243832299076738
microrobots,18,0.027243832299076738
nanofabrication,18,0.027243832299076738
poly(n-isopropylacrylamide) (pnipam),18,0.027243832299076738
drug development,18,0.027243832299076738
conductive materials,17,0.025730286060239138
shape,17,0.025730286060239138
hydrogen bonds,17,0.025730286060239138
pathology,17,0.025730286060239138
digital devices,17,0.025730286060239138
electric field vectors,17,0.025730286060239138
computational fluid dynamics (cfd),17,0.025730286060239138
natural fibers,17,0.025730286060239138
condition,17,0.025730286060239138
recent progress,17,0.025730286060239138
multifunctionality,17,0.025730286060239138
internet of things (iot) platform,17,0.025730286060239138
synthetic polymers,17,0.025730286060239138
laser powders,17,0.025730286060239138
algorithm,17,0.025730286060239138
biomolecules,17,0.025730286060239138
thermo-mechanical history,17,0.025730286060239138
liquid crystalline elastomers,17,0.025730286060239138
imaging,17,0.025730286060239138
freeze drying,17,0.025730286060239138
mechanical property optimization,17,0.025730286060239138
its applications,17,0.025730286060239138
magnetism,17,0.025730286060239138
composites structures,17,0.025730286060239138
carbon,17,0.025730286060239138
defect,17,0.025730286060239138
manufacturing methods,17,0.025730286060239138
electric conductivity,17,0.025730286060239138
auxetics,17,0.025730286060239138
muscle,17,0.025730286060239138
